Gene_Id	Gene_desc	Box
Tb927.7.1900	cdc2-related protein kinase 7  putative	<input id="checkbox_Tb927.7.1900" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.1900">
Tb09.v4.0030	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb09.v4.0030" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0030">
Tb927.5.5580	Variant Surface Glycoprotein  putative	<input id="checkbox_Tb927.5.5580" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.5580">
Tb927.7.4330	Iguana/Dzip1-like DAZ-interacting protein N-terminal  putative	<input id="checkbox_Tb927.7.4330" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.4330">
Tb927.7.7040	methylthioadenosine phosphorylase  putative	<input id="checkbox_Tb927.7.7040" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.7040">
Tb927.4.2290	glucose transporter  putative	<input id="checkbox_Tb927.4.2290" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.2290">
Tb927.11.14360	mitochondrial carrier protein	<input id="checkbox_Tb927.11.14360" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.14360">
Tb927.10.12410	hypothetical protein  conserved	<input id="checkbox_Tb927.10.12410" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.12410">
Tb927.7.110	variant surface glycoprotein  degenerate	<input id="checkbox_Tb927.7.110" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.110">
Tb927.10.8940	flagellum targeting protein kharon1  putative	<input id="checkbox_Tb927.10.8940" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.8940">
Tb927.10.8490	glucose transporter  putative	<input id="checkbox_Tb927.10.8490" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.8490">
Tb11.v5.0932	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb11.v5.0932" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0932">
Tb927.5.2320	Mak10 subunit  NatC N(alpha)-terminal acetyltransferase  putative	<input id="checkbox_Tb927.5.2320" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.2320">
Tb05.5K5.210	hypothetical protein	<input id="checkbox_Tb05.5K5.210" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb05.5K5.210">
Tb927.7.690	zinc finger protein  putative	<input id="checkbox_Tb927.7.690" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.690">
Tb927.1.5220	expression site-associated gene 9 (ESAG9) protein  putative	<input id="checkbox_Tb927.1.5220" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.5220">
Tb927.7.2870	histone H2A  putative	<input id="checkbox_Tb927.7.2870" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.2870">
Tb11.v5.0978	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb11.v5.0978" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0978">
Tb927.6.1080	hydroxyacylglutathione hydrolase  putative	<input id="checkbox_Tb927.6.1080" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.1080">
Tb09.v4.0154	expression site-associated gene 3 (ESAG3  pseudogene)  putative	<input id="checkbox_Tb09.v4.0154" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb09.v4.0154">
Tb927.2.4890	mitochondrial ribosomal protein l11	<input id="checkbox_Tb927.2.4890" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.4890">
Tb11.v5.0971	mitochondrial DNA polymerase I protein A  putative	<input id="checkbox_Tb11.v5.0971" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0971">
Tb927.8.4430	uridine phosphorylase	<input id="checkbox_Tb927.8.4430" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.4430">
Tb927.6.2170	co-chaperone GrpE  putative	<input id="checkbox_Tb927.6.2170" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.2170">
Tb927.10.5000	hypothetical protein  conserved	<input id="checkbox_Tb927.10.5000" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.5000">
Tb927.7.770	Ring finger domain containing protein  putative	<input id="checkbox_Tb927.7.770" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.770">
Tb927.9.16800	hypothetical protein  conserved  degenerate	<input id="checkbox_Tb927.9.16800" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.16800">
Tb927.9.340	variant surface glycoprotein (VSG  pseudogene)  putative	<input id="checkbox_Tb927.9.340" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.340">
Tb927.3.3540	Nucleoporin NUP53b	<input id="checkbox_Tb927.3.3540" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.3540">
Tb927.9.4950	radical SAM domain protein  putative	<input id="checkbox_Tb927.9.4950" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.4950">
Tb927.10.10770	Generative cell specific 1 protein  putative	<input id="checkbox_Tb927.10.10770" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.10770">
Tb927.4.1630	ribosomal RNA processing protein 6	<input id="checkbox_Tb927.4.1630" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.1630">
Tb927.2.4550	2'-O-ribose RNA methyltransferase SPB1 homolog	<input id="checkbox_Tb927.2.4550" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.4550">
Tb927.9.3800	kinetoplastid kinetochore protein 18	<input id="checkbox_Tb927.9.3800" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.3800">
Tb10.v4.0240	variant surface glycoprotein (VSG  pseudogene)  putative /product	<input id="checkbox_Tb10.v4.0240" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb10.v4.0240">
Tb927.9.10430	Zinc-binding domain containing protein  putative	<input id="checkbox_Tb927.9.10430" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.9.10430">
Tb927.1.4100	cytochrome oxidase subunit IV	<input id="checkbox_Tb927.1.4100" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.1.4100">
Tb11.v5.0633	protein kinase  putative	<input id="checkbox_Tb11.v5.0633" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0633">
Tb11.v5.0227	75 kDa invariant surface glycoprotein  putative	<input id="checkbox_Tb11.v5.0227" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0227">
Tb927.8.1490	Protein of unknown function (DUF1674)  putative	<input id="checkbox_Tb927.8.1490" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.1490">
Tb927.11.17460	variant surface glycoprotein (VSG)  frameshifted and interrupted	<input id="checkbox_Tb927.11.17460" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.17460">
Tb927.8.1660	procyclin-associated gene (pseudogene)  putative	<input id="checkbox_Tb927.8.1660" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.1660">
Tb927.3.2350	hypothetical protein  conserved	<input id="checkbox_Tb927.3.2350" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2350">
Tb927.11.3810	hypothetical protein	<input id="checkbox_Tb927.11.3810" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3810">
Tb11.v5.0488	hypothetical protein  conserved	<input id="checkbox_Tb11.v5.0488" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0488">
Tb927.5.4020	hypothetical protein	<input id="checkbox_Tb927.5.4020" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.4020">
Tb927.8.8280	hypothetical protein  conserved	<input id="checkbox_Tb927.8.8280" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.8280">
Tb927.3.5410	hypothetical protein  conserved	<input id="checkbox_Tb927.3.5410" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.5410">
Tb927.2.2650	hypothetical protein  conserved	<input id="checkbox_Tb927.2.2650" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.2650">
Tb927.11.17480	variant surface glycoprotein (VSG)  degenerate	<input id="checkbox_Tb927.11.17480" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.17480">
Tb927.11.3300	Spindle assembly abnormal 4	<input id="checkbox_Tb927.11.3300" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.3300">
Tb927.10.2050	hypothetical protein  conserved	<input id="checkbox_Tb927.10.2050" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.2050">
Tb927.3.2670	hypothetical protein  conserved	<input id="checkbox_Tb927.3.2670" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2670">
Tb927.6.2190	hypothetical protein  conserved	<input id="checkbox_Tb927.6.2190" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.2190">
Tb927.11.5470	hypothetical protein  conserved	<input id="checkbox_Tb927.11.5470" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.5470">
Tb927.7.5070	hypothetical protein	<input id="checkbox_Tb927.7.5070" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.5070">
Tb927.8.7500	hypothetical protein  conserved	<input id="checkbox_Tb927.8.7500" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.7500">
Tb927.8.3790	paraflagellar rod component  putative	<input id="checkbox_Tb927.8.3790" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.8.3790">
Tb927.3.3810	Etoposide-induced protein 2.4 (EI24)  putative	<input id="checkbox_Tb927.3.3810" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.3810">
Tb927.11.1990	arginyl-tRNA synthetase  putative	<input id="checkbox_Tb927.11.1990" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.1990">
Tb927.5.2390	hypothetical protein  conserved	<input id="checkbox_Tb927.5.2390" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.5.2390">
Tb927.7.4740	hypothetical protein  conserved	<input id="checkbox_Tb927.7.4740" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.4740">
Tb927.11.9650	hypothetical protein  conserved	<input id="checkbox_Tb927.11.9650" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.9650">
Tb927.10.15080	WD40 Repeat 1	<input id="checkbox_Tb927.10.15080" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.15080">
Tb11.v5.0276	Ribosomal protein S5  C-terminal domain containing protein  putative	<input id="checkbox_Tb11.v5.0276" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.v5.0276">
Tb927.4.5360	Cilia- and flagella-associated protein 44	<input id="checkbox_Tb927.4.5360" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.5360">
Tb927.7.4960	hypothetical protein  conserved	<input id="checkbox_Tb927.7.4960" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.4960">
Tb927.3.200	variant surface glycoprotein  truncated  degenerate	<input id="checkbox_Tb927.3.200" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.200">
Tb927.7.4030	hypothetical protein  conserved	<input id="checkbox_Tb927.7.4030" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.4030">
Tb927.10.1890	cysteine peptidase  Clan CA  family C2  putative	<input id="checkbox_Tb927.10.1890" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.1890">
Tb927.7.1970	retrotransposon hot spot protein 7 (RHS7)  putative	<input id="checkbox_Tb927.7.1970" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.7.1970">
Tb927.3.2200	TPR repeat  putative	<input id="checkbox_Tb927.3.2200" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2200">
Tb927.11.12820	ribonucleoside-diphosphate reductase small chain	<input id="checkbox_Tb927.11.12820" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.12820">
Tb11.0680	variant surface glycoprotein (VSG)  putative	<input id="checkbox_Tb11.0680" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb11.0680">
Tb927.4.1930	eukaryotic translation initiation factor 3 subunit g	<input id="checkbox_Tb927.4.1930" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.4.1930">
Tb927.3.5720	hypothetical protein  conserved	<input id="checkbox_Tb927.3.5720" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.5720">
Tb927.3.3640	bardet-biedl syndrome 7 protein	<input id="checkbox_Tb927.3.3640" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.3640">
Tb927.3.2020	kinesin  putative	<input id="checkbox_Tb927.3.2020" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.2020">
Tb927.3.1330	hypothetical protein  conserved	<input id="checkbox_Tb927.3.1330" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.3.1330">
Tb927.2.5280	Enriched in surface-labeled proteome protein 1	<input id="checkbox_Tb927.2.5280" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.2.5280">
Tb927.6.5420	variant surface glycoprotein  degenerate	<input id="checkbox_Tb927.6.5420" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.6.5420">
Tb927.10.14890	C-terminal motor kinesin  putative	<input id="checkbox_Tb927.10.14890" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.10.14890">
Tb927.11.8390	hypothetical protein  conserved	<input id="checkbox_Tb927.11.8390" ,="" type="checkbox" value="False" name="select" class="selection_box" selected_id="Tb927.11.8390">
